2393,Langatun 2016,49.12,50,99.95
2394,Scapegrace Dimension,46,70,65.5
2395,Freud Whisky 2012,43,70,96.5
2396,Stauning Rye Whisky,48,70,60.95
2397,Weetwood The Cheshire Single Malt,46,70,52.95
2398,White Peak Wire Works Caduro,46.8,70,59.5
2399,Distillerie de Paris Single Malt Whisky,52.5,50,94.75
2400,Kornog 2016,60.5,70,99.95
2401,Langatun Port Cask Finish 2016,49.12,50,88.95
2402,Milk & Honey 2018,64.2,70,103
2403,Penderyn The Headliner,46,70,55.25
2404,Starward Vitalis,52,70,120
2405,Scapegrace Rise,46,70,65.5
2406,Milk & Honey 2018,66.5,70,87.25
2407,Thomson South Island Peat,46,70,61.75
2408,Cotswolds Golden Wold,52.5,70,99.95
2409,Oxford Rye Whisky 2017,50,70,45.5
2410,Starward Tawny Cask 2018,50,70,86.95
2411,Stauning Rye Sweet Wine Casks,46,70,86.5
2412,Kamet Indian Single Malt Whisky,46,70,54.95
2413,Dartmoor Whisky Bourbon Cask,46,70,62.5
2414,Oxford Rye Whisky 2017,46.4,70,147
2415,Bankhall Sweet Mash,46,70,26.75
2416,New Zealand High Wheeler 21 Year Old,43,35,65.75
2417,The English 2013,46,70,65.5
2418,Mackmyra Intelligens A:02,46.1,70,62.95
2419,Amrut Spectrum 004,50,70,167
2420,Amrut Neidhal,46,70,99.95
2421,Hardenberg Club Straight Wheat,42.5,70,44.75
2422,Armorik 10 Year Old,46,70,55.5
2423,Cardrona Growing Wings,67.4,35,127
2424,The English Gently Smoked Sherry Cask 2012,46,70,65.5
2425,Starward Trio Set,43.7,60,58.5
2426,The English Smokey Single Malt Whisky,43,70,48.25
2427,Nikka from the Barrel,51.4,50,91.25
2428,The Norfolk 9 Year Old Rye,51.4,50,62.25
2429,Morris Signature Australian Single Malt,40,70,53.25
2430,The English 2010 Heavily Peated,46,70,56.75
2431,Langatun Old Crow,46,50,72.25
2432,Aber Falls Whisky,40,70,27.25
2433,Kurayoshi 12 Year Old,43,70,126
2434,Oxford Rye Whisky 2017,47.4,70,96.75
2435,Starward 2016,57,70,84.95
2436,The Gospel Straight Rye,45,70,51.95
2437,Starward Left Field Single Malt,40,70,36.25
2438,Starward Dolce 2016 Single Malt,48,50,71.25
2439,Starward Solera Single Malt Whisky,43,70,61.5
2440,Starward Ginger Beer Cask,48,50,91.25
2441,Starward Vitalis,52,70,120
2442,Starward Tawny Cask 2018,50,70,86.95
2443,Starward Trio Set,43.7,60,58.5
2444,Morris Signature Australian Single Malt,40,70,53.25
2445,Manly Spirits Coastal Stone Nor'easter,46,50,49.95
2446,Manly Spirits Coastal Stone Bourbon Cask,46,50,66.95
2447,Starward Octave Barrels 2018,48,70,86.5
2448,Starward Unexpeated 2017,48,70,82.5
2449,Starward Ginger Beer Cask,48,50,86.5
2450,Morris Muscat Barrel Australian Single Malt,46,70,76.25
2451,Bakery Hill Batch 1,50,50,129
2452,Starward Nova,41,70,46.75
2453,Bakery Hill Peated,46,50,117
2454,Bakery Hill Classic,46,50,140
2455,Bakery Hill Double Wood,46,50,142
2456,Hellyers Road Pinot Noir Finish,46.2,70,75.95
2457,Starward 2016,57,70,84.95
2458,The Gospel Straight Rye,45,70,51.95
2459,Starward Left Field Single Malt,40,70,36.25
2460,Starward Dolce 2016 Single Malt,48,50,71.25
2461,Starward Solera Single Malt Whisky,43,70,61.5
2462,Starward Ginger Beer Cask,48,50,91.25
2463,Starward Vitalis,52,70,120
2464,Starward Tawny Cask 2018,50,70,86.95
2465,Starward Trio Set,43.7,60,58.5
2466,Morris Signature Australian Single Malt,40,70,53.25
2467,Manly Spirits Coastal Stone Nor'easter,46,50,49.95
2468,Manly Spirits Coastal Stone Bourbon Cask,46,50,66.95
2469,Starward Octave Barrels 2018,48,70,86.5
2470,Starward Unexpeated 2017,48,70,82.5
2471,Starward Ginger Beer Cask,48,50,86.5
2472,Morris Muscat Barrel Australian Single Malt,46,70,76.25
2473,Bakery Hill Batch 1,50,50,129
2474,Starward Nova,41,70,46.75
2475,Bakery Hill Peated,46,50,117
2476,Bakery Hill Classic,46,50,140
2477,Bakery Hill Double Wood,46,50,142
2478,Hellyers Road Pinot Noir Finish,46.2,70,75.95
2479,Starward 2016,57,70,84.95
2480,The Gospel Straight Rye,45,70,51.95
2481,Starward Left Field Single Malt,40,70,36.25
2482,Starward Dolce 2016 Single Malt,48,50,71.25
2483,Starward Solera Single Malt Whisky,43,70,61.5
2484,Starward Ginger Beer Cask,48,50,91.25
2485,Starward Vitalis,52,70,120
2486,Starward Tawny Cask 2018,50,70,86.95
2487,Starward Trio Set,43.7,60,58.5
2488,Morris Signature Australian Single Malt,40,70,53.25
2489,Manly Spirits Coastal Stone Nor'easter,46,50,49.95
2490,Manly Spirits Coastal Stone Bourbon Cask,46,50,66.95
2491,Starward Octave Barrels 2018,48,70,86.5
2492,Starward Unexpeated 2017,48,70,82.5
2493,Starward Ginger Beer Cask,48,50,86.5
2494,Morris Muscat Barrel Australian Single Malt,46,70,76.25
2495,Bakery Hill Batch 1,50,50,129
2496,Starward Nova,41,70,46.75
2497,Bakery Hill Peated,46,50,117
2498,Bakery Hill Classic,46,50,140
2499,Bakery Hill Double Wood,46,50,142
2500,Hellyers Road Pinot Noir Finish,46.2,70,75.95
2501,Starward 2016,57,70,84.95
2502,The Gospel Straight Rye,45,70,51.95
2503,Starward Left Field Single Malt,40,70,36.25
2504,Starward Dolce 2016 Single Malt,48,50,71.25
2505,Starward Solera Single Malt Whisky,43,70,61.5
2506,Starward Ginger Beer Cask,48,50,91.25
2507,Starward Vitalis,52,70,120
2508,Starward Tawny Cask 2018,50,70,86.95
2509,Starward Trio Set,43.7,60,58.5
2510,Morris Signature Australian Single Malt,40,70,53.25
2511,Manly Spirits Coastal Stone Nor'easter,46,50,49.95
2512,Manly Spirits Coastal Stone Bourbon Cask,46,50,66.95
2513,Starward Octave Barrels 2018,48,70,86.5
2514,Starward Unexpeated 2017,48,70,82.5
2515,Starward Ginger Beer Cask,48,50,86.5
2516,Morris Muscat Barrel Australian Single Malt,46,70,76.25
2517,Bakery Hill Batch 1,50,50,129
2518,Starward Nova,41,70,46.75
2519,Bakery Hill Peated,46,50,117
2520,Bakery Hill Classic,46,50,140
2521,Bakery Hill Double Wood,46,50,142
2522,Hellyers Road Pinot Noir Finish,46.2,70,75.95
2523,Starward 2016,57,70,84.95
2524,The Gospel Straight Rye,45,70,51.95
2525,Starward Left Field Single Malt,40,70,36.25
2526,Starward Dolce 2016 Single Malt,48,50,71.25
2527,Starward Solera Single Malt Whisky,43,70,61.5
2528,Starward Ginger Beer Cask,48,50,91.25
2529,Starward Vitalis,52,70,120
2530,Starward Tawny Cask 2018,50,70,86.95
2531,Starward Trio Set,43.7,60,58.5
2532,Morris Signature Australian Single Malt,40,70,53.25
2533,Manly Spirits Coastal Stone Nor'easter,46,50,49.95
2534,Manly Spirits Coastal Stone Bourbon Cask,46,50,66.95
2535,Starward Octave Barrels 2018,48,70,86.5
2536,Starward Unexpeated 2017,48,70,82.5
2537,Starward Ginger Beer Cask,48,50,86.5
2538,Morris Muscat Barrel Australian Single Malt,46,70,76.25
2539,Bakery Hill Batch 1,50,50,129
2540,Starward Nova,41,70,46.75
2541,Bakery Hill Peated,46,50,117
2542,Bakery Hill Classic,46,50,140
2543,Bakery Hill Double Wood,46,50,142
2544,Hellyers Road Pinot Noir Finish,46.2,70,75.95
2545,Starward 2016,57,70,84.95
2546,The Gospel Straight Rye,45,70,51.95
2547,Starward Left Field Single Malt,40,70,36.25
2548,Starward Dolce 2016 Single Malt,48,50,71.25
2549,Starward Solera Single Malt Whisky,43,70,61.5
2550,Starward Ginger Beer Cask,48,50,91.25
2551,Starward Vitalis,52,70,120
2552,Starward Tawny Cask 2018,50,70,86.95
2553,Starward Trio Set,43.7,60,58.5
2554,Morris Signature Australian Single Malt,40,70,53.25
2555,Manly Spirits Coastal Stone Nor'easter,46,50,49.95
2556,Manly Spirits Coastal Stone Bourbon Cask,46,50,66.95
2557,Starward Octave Barrels 2018,48,70,86.5
2558,Starward Unexpeated 2017,48,70,82.5
2559,Starward Ginger Beer Cask,48,50,86.5
2560,Morris Muscat Barrel Australian Single Malt,46,70,76.25
2561,Bakery Hill Batch 1,50,50,129
2562,Starward Nova,41,70,46.75
2563,Bakery Hill Peated,46,50,117
2564,Bakery Hill Classic,46,50,140
2565,Bakery Hill Double Wood,46,50,142
2566,Hellyers Road Pinot Noir Finish,46.2,70,75.95
2567,Stauning Rye Whisky,48,70,60.95
2568,Stauning Rye Sweet Wine Casks,46,70,86.5
2569,Stauning KAOS Whisky,46,70,67.5
2570,Isfjord Whisky #1,42,50,73.95
2571,Stauning KAOS Whisky,46,50,67.5
2572,Stauning Smoke Single Malt,47,70,75.75
2573,Stauning 2017 Rye Whisky,58.9,70,142
2574,Stauning El Clasico,45.7,70,65.75
2575,Stauning Bastard,46.3,70,66.75
2576,Thy No.13 Stovt Whisky,51,50,122
2577,Thy Spelt Rye Whisky,50,50,79.5
2578,Stauning 2012 Peated Single Malt,48.4,50,84.25
2579,Stauning Young Rye Whisky 2013,48.4,50,66.5
2580,Stauning Rye Whisky,48,70,60.95
2581,Stauning Rye Sweet Wine Casks,46,70,86.5
2582,Stauning KAOS Whisky,46,70,67.5
2583,Isfjord Whisky #1,42,50,73.95
2584,Stauning KAOS Whisky,46,50,67.5
2585,Stauning Smoke Single Malt,47,70,75.75
2586,Stauning 2017 Rye Whisky,58.9,70,142
2587,Stauning El Clasico,45.7,70,65.75
2588,Stauning Bastard,46.3,70,66.75
2589,Thy No.13 Stovt Whisky,51,50,122
2590,Thy Spelt Rye Whisky,50,50,79.5
2591,Stauning 2012 Peated Single Malt,48.4,50,84.25
2592,Stauning Young Rye Whisky 2013,48.4,50,66.5
2593,Stauning Rye Whisky,48,70,60.95
2594,Stauning Rye Sweet Wine Casks,46,70,86.5
2595,Stauning KAOS Whisky,46,70,67.5
2596,Isfjord Whisky #1,42,50,73.95
2597,Stauning KAOS Whisky,46,50,67.5
2598,Stauning Smoke Single Malt,47,70,75.75
2599,Stauning 2017 Rye Whisky,58.9,70,142
2600,Stauning El Clasico,45.7,70,65.75
2601,Stauning Bastard,46.3,70,66.75
2602,Thy No.13 Stovt Whisky,51,50,122
2603,Thy Spelt Rye Whisky,50,50,79.5
2604,Stauning 2012 Peated Single Malt,48.4,50,84.25
2605,Stauning Young Rye Whisky 2013,48.4,50,66.5
2606,Stauning Rye Whisky,48,70,60.95
2607,Stauning Rye Sweet Wine Casks,46,70,86.5
2608,Stauning KAOS Whisky,46,70,67.5
2609,Isfjord Whisky #1,42,50,73.95
2610,Stauning KAOS Whisky,46,50,67.5
2611,Stauning Smoke Single Malt,47,70,75.75
2612,Stauning 2017 Rye Whisky,58.9,70,142
2613,Stauning El Clasico,45.7,70,65.75
2614,Stauning Bastard,46.3,70,66.75
2615,Thy No.13 Stovt Whisky,51,50,122
2616,Thy Spelt Rye Whisky,50,50,79.5
2617,Stauning 2012 Peated Single Malt,48.4,50,84.25
2618,Stauning Young Rye Whisky 2013,48.4,50,66.5
2619,Stauning Rye Whisky,48,70,60.95
2620,Stauning Rye Sweet Wine Casks,46,70,86.5
2621,Stauning KAOS Whisky,46,70,67.5
2622,Isfjord Whisky #1,42,50,73.95
2623,Stauning KAOS Whisky,46,50,67.5
2624,Stauning Smoke Single Malt,47,70,75.75
2625,Stauning 2017 Rye Whisky,58.9,70,142
2626,Stauning El Clasico,45.7,70,65.75
2627,Stauning Bastard,46.3,70,66.75
2628,Thy No.13 Stovt Whisky,51,50,122
2629,Thy Spelt Rye Whisky,50,50,79.5
2630,Stauning 2012 Peated Single Malt,48.4,50,84.25
2631,Stauning Young Rye Whisky 2013,48.4,50,66.5
2632,Stauning Rye Whisky,48,70,60.95
2633,Stauning Rye Sweet Wine Casks,46,70,86.5
2634,Stauning KAOS Whisky,46,70,67.5
2635,Isfjord Whisky #1,42,50,73.95
2636,Stauning KAOS Whisky,46,50,67.5
2637,Stauning Smoke Single Malt,47,70,75.75
2638,Stauning 2017 Rye Whisky,58.9,70,142
2639,Stauning El Clasico,45.7,70,65.75
2640,Stauning Bastard,46.3,70,66.75
2641,Thy No.13 Stovt Whisky,51,50,122
2642,Thy Spelt Rye Whisky,50,50,79.5
2643,Stauning 2012 Peated Single Malt,48.4,50,84.25
2644,Stauning Young Rye Whisky 2013,48.4,50,66.5
2645,Millstone 1996,47.7,70,235
2646,Millstone Peated 2017,54.7,70,59.95
2647,Millstone 2010,46,70,99.95
2648,Zuidam Dutch Rye Whisky,46,70,81.5
2649,Millstone 2008,40,70,92.95
2650,Millstone 2007,43,70,82.75
2651,Millstone 2006,43,70,89.5
2652,Millstone 2006,46,70,105
2653,Millstone 100 Rye,50,70,95.75
2654,Millstone 1996,47.7,70,235
2655,Millstone Peated 2017,54.7,70,59.95
2656,Millstone 2010,46,70,99.95
2657,Zuidam Dutch Rye Whisky,46,70,81.5
2658,Millstone 2008,40,70,92.95
2659,Millstone 2007,43,70,82.75
2660,Millstone 2006,43,70,89.5
2661,Millstone 2006,46,70,105
2662,Millstone 100 Rye,50,70,95.75
2663,Millstone 1996,47.7,70,235
2664,Millstone Peated 2017,54.7,70,59.95
2665,Millstone 2010,46,70,99.95
2666,Zuidam Dutch Rye Whisky,46,70,81.5
2667,Millstone 2008,40,70,92.95
2668,Millstone 2007,43,70,82.75
2669,Millstone 2006,43,70,89.5
2670,Millstone 2006,46,70,105
2671,Millstone 100 Rye,50,70,95.75
2672,Millstone 1996,47.7,70,235
2673,Millstone Peated 2017,54.7,70,59.95
2674,Millstone 2010,46,70,99.95
2675,Zuidam Dutch Rye Whisky,46,70,81.5
2676,Millstone 2008,40,70,92.95
2677,Millstone 2007,43,70,82.75
2678,Millstone 2006,43,70,89.5
2679,Millstone 2006,46,70,105
2680,Millstone 100 Rye,50,70,95.75
2681,Millstone 1996,47.7,70,235
2682,Millstone Peated 2017,54.7,70,59.95
2683,Millstone 2010,46,70,99.95
2684,Zuidam Dutch Rye Whisky,46,70,81.5
2685,Millstone 2008,40,70,92.95
2686,Millstone 2007,43,70,82.75
2687,Millstone 2006,43,70,89.5
2688,Millstone 2006,46,70,105
2689,Millstone 100 Rye,50,70,95.75
2690,Millstone 1996,47.7,70,235
2691,Millstone Peated 2017,54.7,70,59.95
2692,Millstone 2010,46,70,99.95
2693,Zuidam Dutch Rye Whisky,46,70,81.5
2694,Millstone 2008,40,70,92.95
2695,Millstone 2007,43,70,82.75
2696,Millstone 2006,43,70,89.5
2697,Millstone 2006,46,70,105
2698,Millstone 100 Rye,50,70,95.75
2699,Kyro Rye Whisky x Monbazillac Cask,53,50,64.95
2700,Kyro Wood Smoke Malt Rye Whisky,47.2,50,45.75
2701,Muteman Rye Whiskey,40,50,37.95
2702,Kyro Peat Smoke Malt Rye Whisky,47.2,70,59.95
2703,Teerenpeli 2013,59.9,70,162
2704,Helsinki Whiskey Rum Cask Rye Malt,47.5,50,63.75
2705,Kyro Malt Rye Whisky,47.2,50,45.75
2706,Kyro Rye Whisky x Monbazillac Cask,53,50,64.95
2707,Kyro Wood Smoke Malt Rye Whisky,47.2,50,45.75
2708,Muteman Rye Whiskey,40,50,37.95
2709,Kyro Peat Smoke Malt Rye Whisky,47.2,70,59.95
2710,Teerenpeli 2013,59.9,70,162
2711,Helsinki Whiskey Rum Cask Rye Malt,47.5,50,63.75
2712,Kyro Malt Rye Whisky,47.2,50,45.75
2713,Kyro Rye Whisky x Monbazillac Cask,53,50,64.95
2714,Kyro Wood Smoke Malt Rye Whisky,47.2,50,45.75
2715,Muteman Rye Whiskey,40,50,37.95
2716,Kyro Peat Smoke Malt Rye Whisky,47.2,70,59.95
2717,Teerenpeli 2013,59.9,70,162
2718,Helsinki Whiskey Rum Cask Rye Malt,47.5,50,63.75
2719,Kyro Malt Rye Whisky,47.2,50,45.75
2720,Kyro Rye Whisky x Monbazillac Cask,53,50,64.95
2721,Kyro Wood Smoke Malt Rye Whisky,47.2,50,45.75
2722,Muteman Rye Whiskey,40,50,37.95
2723,Kyro Peat Smoke Malt Rye Whisky,47.2,70,59.95
2724,Teerenpeli 2013,59.9,70,162
2725,Helsinki Whiskey Rum Cask Rye Malt,47.5,50,63.75
2726,Kyro Malt Rye Whisky,47.2,50,45.75
2727,Kyro Rye Whisky x Monbazillac Cask,53,50,64.95
2728,Kyro Wood Smoke Malt Rye Whisky,47.2,50,45.75
2729,Muteman Rye Whiskey,40,50,37.95
2730,Kyro Peat Smoke Malt Rye Whisky,47.2,70,59.95
2731,Teerenpeli 2013,59.9,70,162
2732,Helsinki Whiskey Rum Cask Rye Malt,47.5,50,63.75
2733,Kyro Malt Rye Whisky,47.2,50,45.75
2734,Kyro Rye Whisky x Monbazillac Cask,53,50,64.95
2735,Kyro Wood Smoke Malt Rye Whisky,47.2,50,45.75
2736,Muteman Rye Whiskey,40,50,37.95
2737,Kyro Peat Smoke Malt Rye Whisky,47.2,70,59.95
2738,Teerenpeli 2013,59.9,70,162
2739,Helsinki Whiskey Rum Cask Rye Malt,47.5,50,63.75
2740,Kyro Malt Rye Whisky,47.2,50,45.75
2741,Hautes Glaces Episteme R18P23 Yellow Square Malted Rye Whisky,47,50,72.25
2742,Hautes Glaces Indigene Single Malt Whisky,44,50,58.75
2743,Distillerie de Paris Single Malt Whisky,52.5,50,94.75
2744,Kornog 2016,60.5,70,99.95
2745,Armorik 10 Year Old,46,70,55.5
2746,Michel Couvreur Candid Malt,49,70,117
2747,Armorik Sherry Cask Single Malt,46,70,47.25
2748,Brenne Estate Cask French Single Malt,40,70,62.25
2749,Bastille 1789 Single Malt,43,70,64.5
2750,Hautes Glaces Episteme R18P23B Yellow Circle Malted Rye Whisky,47,50,79.95
2751,Distillerie de Vercors Sequoia Organic French Single Malt,42,50,65.95
2752,Coperies French Single Malt,40,70,45.5
2753,Aikan 2017,46,70,76.75
2754,Roborel De Climens Chateau St Marguerite Finish Single Malt Whisky,40,50,59.95
2755,Roborel De Climens Chateau Guadet Finish Single Malt Whisky,43,50,59.95
2756,Rozelieures Tourbe French Single Malt,46,70,67.95
2757,Rozelieures Subtil Collection French Single Malt,40,70,49.95
2758,Rozelieures Fume Collection French Single Malt,46,70,59.95
2759,Rozelieures Rare Collection French Single Malt,40,70,49.95
2760,Rozelieures Origine Collection French Single Malt,40,70,48.95
2761,Armorik 8 Year Old,59.3,50,76.5
2762,Moutard Vieillissement fut Ratafia de Bourgogne,45,50,68.25
2763,Hautes Glaces Ceros Single Rye Whisky,55,70,173
2764,Eddu 2004,49,70,130
2765,Hautes Glaces Episteme R18P23 Yellow Square Malted Rye Whisky,47,50,72.25
2766,Hautes Glaces Indigene Single Malt Whisky,44,50,58.75
2767,Distillerie de Paris Single Malt Whisky,52.5,50,94.75
2768,Kornog 2016,60.5,70,99.95
2769,Armorik 10 Year Old,46,70,55.5
2770,Michel Couvreur Candid Malt,49,70,117
2771,Armorik Sherry Cask Single Malt,46,70,47.25
2772,Brenne Estate Cask French Single Malt,40,70,62.25
2773,Bastille 1789 Single Malt,43,70,64.5
2774,Hautes Glaces Episteme R18P23B Yellow Circle Malted Rye Whisky,47,50,79.95
2775,Distillerie de Vercors Sequoia Organic French Single Malt,42,50,65.95
2776,Coperies French Single Malt,40,70,45.5
2777,Aikan 2017,46,70,76.75
2778,Roborel De Climens Chateau St Marguerite Finish Single Malt Whisky,40,50,59.95
2779,Roborel De Climens Chateau Guadet Finish Single Malt Whisky,43,50,59.95
2780,Rozelieures Tourbe French Single Malt,46,70,67.95
2781,Rozelieures Subtil Collection French Single Malt,40,70,49.95
2782,Rozelieures Fume Collection French Single Malt,46,70,59.95
2783,Rozelieures Rare Collection French Single Malt,40,70,49.95
2784,Rozelieures Origine Collection French Single Malt,40,70,48.95
2785,Armorik 8 Year Old,59.3,50,76.5
2786,Moutard Vieillissement fut Ratafia de Bourgogne,45,50,68.25
2787,Hautes Glaces Ceros Single Rye Whisky,55,70,173
2788,Eddu 2004,49,70,130
2789,La Piautre 2018 Version Française,56,70,105
2790,Le Breuil Origine,46,70,66.75
2791,Armorik Yeun Elez Jobic,46,70,55.5
2792,Wambrechies Madeira Cask Single Malt,44.5,70,76.75
2793,Kornog Peated French Single Malt Whisky,46,70,92.5
2794,Legendaire Reserve,44,50,43.25
2795,Legendaire Tresor,44,50,43.25
2796,Castan-Vilanova 2017,49,70,81.95
2797,Eddu 2011,48,70,112
2798,Hautes Glaces 2016,55.3,70,153
2799,Bellevoye Red French Triple Malt Whisky,43,70,68.5
2800,Domaine des Hautes Glaces Les Moissons Organic Single Malt,44.8,70,107
2801,Armorik Classic,46,70,41.25
2802,Armorik Double Maturation,46,70,49.25
2803,Glann Ar Mor,46,70,89.5
2804,Hautes Glaces Episteme R18P23 Yellow Square Malted Rye Whisky,47,50,72.25
2805,Hautes Glaces Indigene Single Malt Whisky,44,50,58.75
2806,Distillerie de Paris Single Malt Whisky,52.5,50,94.75
2807,Kornog 2016,60.5,70,99.95
2808,Armorik 10 Year Old,46,70,55.5
2809,Michel Couvreur Candid Malt,49,70,117
2810,Armorik Sherry Cask Single Malt,46,70,47.25
2811,Brenne Estate Cask French Single Malt,40,70,62.25
2812,Bastille 1789 Single Malt,43,70,64.5
2813,Hautes Glaces Episteme R18P23B Yellow Circle Malted Rye Whisky,47,50,79.95
2814,Distillerie de Vercors Sequoia Organic French Single Malt,42,50,65.95
2815,Coperies French Single Malt,40,70,45.5
2816,Aikan 2017,46,70,76.75
2817,Roborel De Climens Chateau St Marguerite Finish Single Malt Whisky,40,50,59.95
2818,Roborel De Climens Chateau Guadet Finish Single Malt Whisky,43,50,59.95
2819,Rozelieures Tourbe French Single Malt,46,70,67.95
2820,Rozelieures Subtil Collection French Single Malt,40,70,49.95
2821,Rozelieures Fume Collection French Single Malt,46,70,59.95
2822,Rozelieures Rare Collection French Single Malt,40,70,49.95
2823,Rozelieures Origine Collection French Single Malt,40,70,48.95
2824,Armorik 8 Year Old,59.3,50,76.5
2825,Moutard Vieillissement fut Ratafia de Bourgogne,45,50,68.25
2826,Hautes Glaces Ceros Single Rye Whisky,55,70,173
2827,Eddu 2004,49,70,130
2828,Hautes Glaces Episteme R18P23 Yellow Square Malted Rye Whisky,47,50,72.25
2829,Hautes Glaces Indigene Single Malt Whisky,44,50,58.75
2830,Distillerie de Paris Single Malt Whisky,52.5,50,94.75
2831,Kornog 2016,60.5,70,99.95
2832,Armorik 10 Year Old,46,70,55.5
2833,Michel Couvreur Candid Malt,49,70,117
2834,Armorik Sherry Cask Single Malt,46,70,47.25
2835,Brenne Estate Cask French Single Malt,40,70,62.25
2836,Bastille 1789 Single Malt,43,70,64.5
2837,Hautes Glaces Episteme R18P23B Yellow Circle Malted Rye Whisky,47,50,79.95
2838,Distillerie de Vercors Sequoia Organic French Single Malt,42,50,65.95
2839,Coperies French Single Malt,40,70,45.5
2840,Aikan 2017,46,70,76.75
2841,Roborel De Climens Chateau St Marguerite Finish Single Malt Whisky,40,50,59.95
2842,Roborel De Climens Chateau Guadet Finish Single Malt Whisky,43,50,59.95
2843,Rozelieures Tourbe French Single Malt,46,70,67.95
2844,Rozelieures Subtil Collection French Single Malt,40,70,49.95
2845,Rozelieures Fume Collection French Single Malt,46,70,59.95
2846,Rozelieures Rare Collection French Single Malt,40,70,49.95
2847,Rozelieures Origine Collection French Single Malt,40,70,48.95
2848,Armorik 8 Year Old,59.3,50,76.5
2849,Moutard Vieillissement fut Ratafia de Bourgogne,45,50,68.25
2850,Hautes Glaces Ceros Single Rye Whisky,55,70,173
2851,Eddu 2004,49,70,130
2852,Hautes Glaces Episteme R18P23 Yellow Square Malted Rye Whisky,47,50,72.25
2853,Hautes Glaces Indigene Single Malt Whisky,44,50,58.75
2854,Distillerie de Paris Single Malt Whisky,52.5,50,94.75
2855,Kornog 2016,60.5,70,99.95
2856,Armorik 10 Year Old,46,70,55.5
2857,Michel Couvreur Candid Malt,49,70,117
2858,Armorik Sherry Cask Single Malt,46,70,47.25
2859,Brenne Estate Cask French Single Malt,40,70,62.25
2860,Bastille 1789 Single Malt,43,70,64.5
2861,Hautes Glaces Episteme R18P23B Yellow Circle Malted Rye Whisky,47,50,79.95
2862,Distillerie de Vercors Sequoia Organic French Single Malt,42,50,65.95
2863,Coperies French Single Malt,40,70,45.5
2864,Aikan 2017,46,70,76.75
2865,Roborel De Climens Chateau St Marguerite Finish Single Malt Whisky,40,50,59.95
2866,Roborel De Climens Chateau Guadet Finish Single Malt Whisky,43,50,59.95
2867,Rozelieures Tourbe French Single Malt,46,70,67.95
2868,Rozelieures Subtil Collection French Single Malt,40,70,49.95
2869,Rozelieures Fume Collection French Single Malt,46,70,59.95
2870,Rozelieures Rare Collection French Single Malt,40,70,49.95
2871,Rozelieures Origine Collection French Single Malt,40,70,48.95
2872,Armorik 8 Year Old,59.3,50,76.5
2873,Moutard Vieillissement fut Ratafia de Bourgogne,45,50,68.25
2874,Hautes Glaces Ceros Single Rye Whisky,55,70,173
2875,Eddu 2004,49,70,130
2876,Freud Whisky 2012,43,70,96.5
2877,Hardenberg Club Straight Wheat,42.5,70,44.75
2878,Saillt Mor 2014,57.1,70,102
2879,Freud Whisky Distillers Cut,41.5,70,53.5
2880,Hardenberg Club Straight Rye,42.5,70,44.75
2881,Beverbach Single Malt Tequila Finish,43,70,68.75
2882,Stork Club Straight Rye Whiskey,45,70,37.95
2883,Stork Club Full Proof Straight Rye Whiskey,55,50,47.25
2884,Freud Whisky 2012,43,70,96.5
2885,Hardenberg Club Straight Wheat,42.5,70,44.75
2886,Saillt Mor 2014,57.1,70,102
2887,Freud Whisky Distillers Cut,41.5,70,53.5
2888,Hardenberg Club Straight Rye,42.5,70,44.75
2889,Beverbach Single Malt Tequila Finish,43,70,68.75
2890,Stork Club Straight Rye Whiskey,45,70,37.95
2891,Stork Club Full Proof Straight Rye Whiskey,55,50,47.25
2892,Freud Whisky 2012,43,70,96.5
2893,Hardenberg Club Straight Wheat,42.5,70,44.75
2894,Saillt Mor 2014,57.1,70,102
2895,Freud Whisky Distillers Cut,41.5,70,53.5
2896,Hardenberg Club Straight Rye,42.5,70,44.75
2897,Beverbach Single Malt Tequila Finish,43,70,68.75
2898,Stork Club Straight Rye Whiskey,45,70,37.95
2899,Stork Club Full Proof Straight Rye Whiskey,55,50,47.25
2900,Freud Whisky 2012,43,70,96.5
2901,Hardenberg Club Straight Wheat,42.5,70,44.75
2902,Saillt Mor 2014,57.1,70,102
2903,Freud Whisky Distillers Cut,41.5,70,53.5
2904,Hardenberg Club Straight Rye,42.5,70,44.75
2905,Beverbach Single Malt Tequila Finish,43,70,68.75
2906,Stork Club Straight Rye Whiskey,45,70,37.95
2907,Stork Club Full Proof Straight Rye Whiskey,55,50,47.25
2908,Freud Whisky 2012,43,70,96.5
2909,Hardenberg Club Straight Wheat,42.5,70,44.75
2910,Saillt Mor 2014,57.1,70,102
2911,Freud Whisky Distillers Cut,41.5,70,53.5
2912,Hardenberg Club Straight Rye,42.5,70,44.75
2913,Beverbach Single Malt Tequila Finish,43,70,68.75
2914,Stork Club Straight Rye Whiskey,45,70,37.95
2915,Stork Club Full Proof Straight Rye Whiskey,55,50,47.25
2916,Freud Whisky 2012,43,70,96.5
2917,Hardenberg Club Straight Wheat,42.5,70,44.75
2918,Saillt Mor 2014,57.1,70,102
2919,Freud Whisky Distillers Cut,41.5,70,53.5
2920,Hardenberg Club Straight Rye,42.5,70,44.75
2921,Beverbach Single Malt Tequila Finish,43,70,68.75
2922,Stork Club Straight Rye Whiskey,45,70,37.95
2923,Stork Club Full Proof Straight Rye Whiskey,55,50,47.25
2924,Milk & Honey Sherry Cask,46,70,50.5
